,Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
2701,Footscray,3,h,SP,Sweeney,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,1.0,1.0,242.0,99.0,775000.0
2702,Footscray,2,u,S,hockingstuart,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,2.0,1.0,0.0,78.0,571000.0
2704,Footscray,1,u,S,Burnham,Western Metropolitan,7570.0,6.4,Maribyrnong,1.0,1.0,1.0,59.0,70.0,305000.0
2705,Footscray,3,h,S,Burnham,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,2.0,2.0,322.0,228.0,860500.0
2708,Footscray,3,h,S,Village,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,1.0,0.0,262.0,92.0,875000.0
2709,Footscray,2,u,SP,Sweeney,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,0.0,75.0,370000.0
2710,Footscray,2,h,SP,Jas,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,2.0,253.0,90.0,711000.0
2712,Footscray,2,h,SP,Rendina,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,212.0,98.0,690500.0
2713,Footscray,2,h,S,Sweeney,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,320.0,94.0,747000.0
2714,Footscray,2,h,SP,Jas,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,313.0,93.0,858000.0
2715,Footscray,4,t,VB,Raine,Western Metropolitan,7570.0,6.4,Maribyrnong,4.0,2.0,2.0,0.0,126.0,699000.0
2716,Footscray,2,h,SP,Jas,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,222.0,109.0,835000.0
2717,Footscray,2,h,S,Sweeney,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,132.0,83.0,661000.0
2718,Footscray,2,h,S,Sweeney,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,0.0,258.0,108.0,757500.0
2719,Footscray,1,u,PI,Sweeney,Western Metropolitan,7570.0,6.4,Maribyrnong,1.0,1.0,1.0,1783.0,42.0,282000.0
2720,Footscray,3,t,S,Jas,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,1.0,1.0,125.0,113.0,699000.0
2721,Footscray,3,h,SP,Village,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,1.0,0.0,190.0,99.0,850000.0
2722,Footscray,2,u,PI,C21,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,882.0,74.0,315000.0
2723,Footscray,3,h,SP,Jas,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,1.0,1.0,211.0,94.0,740000.0
2725,Footscray,3,h,S,GL,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,2.0,2.0,196.0,154.0,980000.0
2727,Footscray,2,u,S,Burnham,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,0.0,55.0,316000.0
2729,Footscray,2,h,PI,Burnham,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,0.0,130.0,70.0,760000.0
2730,Footscray,3,t,S,Jas,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,2.0,2.0,112.0,168.0,735000.0
2732,Footscray,4,h,SP,Nelson,Western Metropolitan,7570.0,6.4,Maribyrnong,4.0,2.0,1.0,319.0,130.0,1225000.0
2735,Footscray,3,h,S,Sweeney,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,2.0,0.0,458.0,98.0,767500.0
2736,Footscray,2,u,SP,Greg,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,2.0,1.0,0.0,79.0,395000.0
2737,Footscray,4,h,PI,Biggin,Western Metropolitan,7570.0,6.4,Maribyrnong,4.0,2.0,1.0,369.0,151.0,815000.0
2738,Footscray,3,t,S,Jas,Western Metropolitan,7570.0,6.4,Maribyrnong,3.0,2.0,2.0,102.0,102.0,757000.0
2739,Footscray,4,h,SP,Village,Western Metropolitan,7570.0,6.4,Maribyrnong,4.0,1.0,1.0,799.0,160.0,1450000.0
2740,Footscray,2,h,S,Village,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,1.0,355.0,74.0,745000.0
2741,Footscray,2,h,S,Ray,Western Metropolitan,7570.0,6.4,Maribyrnong,2.0,1.0,2.0,274.0,275.0,716000.0
2742,Glen Iris,3,h,S,hockingstuart,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,2.0,3.0,680.0,170.0,1735000.0
2744,Glen Iris,4,h,VB,Kay,Southern Metropolitan,10412.0,9.2,Stonnington,4.0,3.0,2.0,856.0,265.0,3400000.0
2745,Glen Iris,5,h,PI,Abercromby's,Southern Metropolitan,10412.0,9.2,Stonnington,4.0,3.0,2.0,919.0,353.0,3730000.0
2746,Glen Iris,4,h,VB,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,868.0,217.0,1800000.0
2747,Glen Iris,4,h,S,J,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,1.0,739.0,183.0,1998000.0
2748,Glen Iris,2,u,S,Noel,Southern Metropolitan,10412.0,9.2,Boroondara,2.0,1.0,1.0,0.0,85.0,671000.0
2751,Glen Iris,3,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,2.0,2.0,217.0,163.0,1425000.0
2752,Glen Iris,3,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,1.0,1.0,753.0,118.0,1530000.0
2753,Glen Iris,4,h,PI,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,4.0,2.0,708.0,323.0,1900000.0
2755,Glen Iris,3,h,PI,Fletchers,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,2.0,1.0,704.0,134.0,1360000.0
2756,Glen Iris,5,h,S,Fletchers,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,3.0,4.0,619.0,327.0,2175000.0
2757,Glen Iris,4,h,PI,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,3.0,2.0,638.0,314.0,2325000.0
2758,Glen Iris,4,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,3.0,630.0,314.0,2538000.0
2759,Glen Iris,4,h,VB,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,3.0,4.0,1258.0,254.0,2300000.0
2760,Glen Iris,2,u,SP,Jellis,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,1.0,0.0,63.0,550000.0
2761,Glen Iris,3,h,VB,Fletchers,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,2.0,1.0,704.0,134.0,1600000.0
2763,Glen Iris,3,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,745.0,157.0,2115000.0
2764,Glen Iris,3,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,2.0,2.0,625.0,188.0,1700000.0
2768,Glen Iris,4,h,S,RT,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,3.0,553.0,143.0,2077000.0
2769,Glen Iris,4,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,3.0,2.0,1184.0,305.0,2850000.0
2770,Glen Iris,2,u,SP,Noel,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,1.0,0.0,65.0,411000.0
2776,Glen Iris,4,h,PI,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,630.0,351.0,2020000.0
2779,Glen Iris,4,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,659.0,212.0,2010000.0
2780,Glen Iris,4,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,3.0,4.0,0.0,30.0,2975000.0
2783,Glen Iris,1,u,S,RT,Southern Metropolitan,10412.0,9.2,Stonnington,1.0,1.0,1.0,63.0,52.0,452000.0
2786,Glen Iris,3,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,1.0,3.0,650.0,136.0,1820000.0
2787,Glen Iris,1,u,PI,hockingstuart,Southern Metropolitan,10412.0,9.2,Stonnington,1.0,1.0,1.0,1097.0,38.0,291000.0
2789,Glen Iris,4,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,652.0,230.0,2376000.0
2791,Glen Iris,3,h,SP,Jellis,Southern Metropolitan,10412.0,9.2,Stonnington,3.0,1.0,2.0,504.0,142.0,1456000.0
2793,Glen Iris,3,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,3.0,2.0,385.0,255.0,1430000.0
2795,Glen Iris,1,t,PI,Jellis,Southern Metropolitan,10412.0,9.2,Stonnington,1.0,1.0,1.0,745.0,44.0,345000.0
2796,Glen Iris,5,h,PI,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,3.0,1.0,696.0,248.0,2000000.0
2800,Glen Iris,2,t,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,2.0,1.0,1.0,84.0,84.0,585000.0
2802,Glen Iris,4,h,PI,Fletchers,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,3.0,1.0,650.0,266.0,1700000.0
2805,Glen Iris,3,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,2.0,2.0,328.0,176.0,1375000.0
2806,Glen Iris,2,h,S,Fletchers,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,2.0,334.0,115.0,920000.0
2807,Glen Iris,2,u,SP,hockingstuart,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,1.0,1069.0,33.0,382000.0
2810,Glen Iris,2,h,S,Noel,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,1.0,412.0,123.0,1280000.0
2812,Glen Iris,5,h,PI,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,4.0,4.0,802.0,206.0,2825000.0
2813,Glen Iris,3,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Stonnington,4.0,2.0,4.0,885.0,217.0,2825000.0
2814,Glen Iris,4,h,S,RT,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,3.0,2.0,366.0,26.0,1825000.0
2817,Glen Iris,5,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,3.0,3.0,778.0,326.0,3085000.0
2823,Glen Iris,2,h,PI,Noel,Southern Metropolitan,10412.0,9.2,Boroondara,2.0,2.0,2.0,718.0,184.0,1600000.0
2825,Glen Iris,5,h,PI,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,3.0,2.0,642.0,336.0,2352500.0
2826,Glen Iris,5,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,4.0,2.0,830.0,520.0,3860000.0
2827,Glen Iris,4,h,PI,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,3.0,2.0,840.0,326.0,2625000.0
2830,Glen Iris,2,t,VB,Gary,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,1.0,0.0,1143.0,600000.0
2835,Glen Iris,4,h,SP,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,775.0,155.0,1950000.0
2836,Glen Iris,3,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,1.0,2.0,700.0,142.0,2200000.0
2837,Glen Iris,3,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,1.0,3.0,609.0,140.0,1751000.0
2838,Glen Iris,4,h,S,Kay,Southern Metropolitan,10412.0,9.2,Stonnington,4.0,2.0,3.0,548.0,205.0,1857000.0
2840,Glen Iris,2,u,VB,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,2.0,1.0,2.0,0.0,74.0,720000.0
2841,Glen Iris,3,h,S,RT,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,1.0,3.0,401.0,107.0,1500000.0
2842,Glen Iris,4,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,3.0,2.0,603.0,246.0,2725000.0
2845,Glen Iris,3,h,S,Greg,Southern Metropolitan,10412.0,9.2,Stonnington,3.0,1.0,2.0,762.0,153.0,2800000.0
2846,Glen Iris,3,h,S,hockingstuart,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,1.0,2.0,685.0,143.0,1665000.0
2847,Glen Iris,2,u,S,hockingstuart,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,1.0,0.0,80.0,600000.0
2848,Glen Iris,3,h,S,Buxton,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,1.0,2.0,615.0,607.0,1420000.0
2853,Glen Iris,5,h,PI,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,2.0,2.0,654.0,354.0,2410000.0
2854,Glen Iris,4,h,PI,Marshall,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,645.0,216.0,2100000.0
2855,Glen Iris,4,h,S,Kay,Southern Metropolitan,10412.0,9.2,Boroondara,4.0,2.0,2.0,1485.0,295.0,2950000.0
2857,Glen Iris,5,h,S,RT,Southern Metropolitan,10412.0,9.2,Stonnington,5.0,2.0,2.0,1339.0,270.0,3365000.0
2861,Glen Iris,3,h,S,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,3.0,2.0,2.0,648.0,193.0,1931000.0
2863,Glen Iris,2,h,S,Marshall,Southern Metropolitan,10412.0,9.2,Stonnington,2.0,1.0,2.0,438.0,107.0,1250000.0
2864,Glen Iris,5,h,VB,Jellis,Southern Metropolitan,10412.0,9.2,Boroondara,5.0,3.0,2.0,709.0,672.0,2400000.0
2866,Glenroy,3,h,S,Ray,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,696.0,118.0,610000.0
2867,Glenroy,3,h,S,Walshe,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,3.0,640.0,144.0,610000.0
2868,Glenroy,3,t,SP,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,2.0,244.0,3.0,555000.0
2870,Glenroy,3,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,766.0,127.0,806500.0
2873,Glenroy,4,h,VB,Peter,Northern Metropolitan,8870.0,13.0,Moreland,4.0,2.0,1.0,683.0,138.0,550000.0
2874,Glenroy,3,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,4.0,700.0,105.0,822000.0
2875,Glenroy,3,h,SP,Brad,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,3.0,1029.0,136.0,980000.0
2877,Glenroy,2,u,PI,Jason,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,164.0,100.0,430000.0
2880,Glenroy,2,h,VB,Nelson,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,164.0,114.0,540000.0
2883,Glenroy,3,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,4.0,640.0,97.0,737000.0
2886,Glenroy,3,h,SP,Raine,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,2.0,224.0,3.0,460000.0
2890,Glenroy,3,t,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,1.0,136.0,130.0,545000.0
2891,Glenroy,3,h,PI,Brad,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,4.0,734.0,140.0,670000.0
2893,Glenroy,4,h,S,Eview,Northern Metropolitan,8870.0,13.0,Moreland,4.0,1.0,4.0,606.0,124.0,702000.0
2894,Glenroy,2,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,705.0,115.0,730000.0
2895,Glenroy,3,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,3.0,667.0,81.0,711500.0
2897,Glenroy,5,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,5.0,4.0,4.0,695.0,176.0,810000.0
2898,Glenroy,2,u,SP,Barry,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,0.0,61.0,250000.0
2899,Glenroy,3,t,S,Eview,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,1.0,325.0,106.0,460000.0
2900,Glenroy,3,h,S,Eview,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,780.0,120.0,793000.0
2901,Glenroy,2,u,S,Nelson,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,0.0,74.0,340000.0
2903,Glenroy,3,h,S,Melbourne,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,1.0,320.0,130.0,447500.0
2904,Glenroy,3,h,S,YPA,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,1.0,616.0,125.0,588000.0
2905,Glenroy,3,h,PI,Raine,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,0.0,96.0,420000.0
2906,Glenroy,2,u,SP,Brad,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,2.0,200.0,81.0,410000.0
2909,Glenroy,3,h,S,Brad,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,1.0,665.0,85.0,525000.0
2910,Glenroy,3,h,S,Eview,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,4.0,704.0,102.0,703000.0
2911,Glenroy,4,t,S,Raine,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,1.0,252.0,150.0,608000.0
2916,Glenroy,4,t,S,YPA,Northern Metropolitan,8870.0,13.0,Moreland,4.0,3.0,2.0,0.0,131.0,607000.0
2917,Glenroy,3,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,2.0,780.0,180.0,765500.0
2918,Glenroy,3,u,SP,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,187.0,99.0,470000.0
2920,Glenroy,3,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,650.0,142.0,580000.0
2922,Glenroy,2,u,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,2.0,253.0,91.0,620250.0
2923,Glenroy,3,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,1.0,796.0,104.0,710000.0
2924,Glenroy,4,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,630.0,130.0,630000.0
2926,Glenroy,3,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,4.0,541.0,139.0,600000.0
2927,Glenroy,3,t,SP,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,2.0,212.0,129.0,550000.0
2929,Glenroy,4,h,SP,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,4.0,1.0,2.0,586.0,159.0,600000.0
2930,Glenroy,4,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,4.0,3.0,2.0,693.0,192.0,1217500.0
2931,Glenroy,3,h,SP,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,599.0,150.0,600000.0
2932,Glenroy,3,h,PI,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,2.0,585.0,146.0,570000.0
2935,Glenroy,3,h,SP,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,4.0,597.0,100.0,762700.0
2936,Glenroy,2,u,S,YPA,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,176.0,89.0,465000.0
2937,Glenroy,2,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,668.0,88.0,741250.0
2938,Glenroy,2,t,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,2.0,2.0,1.0,190.0,2.0,488500.0
2941,Glenroy,4,h,PI,Barry,Northern Metropolitan,8870.0,13.0,Moreland,4.0,2.0,8.0,977.0,304.0,1000000.0
2943,Glenroy,4,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,4.0,2.0,2.0,602.0,180.0,630000.0
2944,Glenroy,3,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,3.0,705.0,135.0,670000.0
2945,Glenroy,2,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,172.0,77.0,417000.0
2946,Glenroy,3,t,VB,Nelson,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,258.0,143.0,600000.0
2947,Glenroy,3,t,SP,Nelson,Northern Metropolitan,8870.0,13.0,Moreland,3.0,2.0,1.0,215.0,121.0,440000.0
2949,Glenroy,3,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,3.0,1.0,2.0,657.0,116.0,660000.0
2951,Glenroy,2,h,PI,Ray,Northern Metropolitan,8870.0,13.0,Moreland,2.0,1.0,1.0,155.0,155.0,270000.0
2952,Glenroy,4,h,S,Stockdale,Northern Metropolitan,8870.0,13.0,Moreland,4.0,2.0,4.0,768.0,194.0,825000.0
2953,Glenroy,4,h,S,Barry,Northern Metropolitan,8870.0,13.0,Moreland,4.0,2.0,1.0,624.0,258.0,638000.0
2954,Gowanbrae,3,h,S,Nelson,Western Metropolitan,1071.0,13.6,Moreland,3.0,2.0,2.0,608.0,138.0,631000.0
2955,Gowanbrae,3,t,S,Nelson,Western Metropolitan,1071.0,13.6,Moreland,3.0,2.0,1.0,149.0,19.0,532000.0
2957,Gowanbrae,3,h,S,Nelson,Western Metropolitan,1071.0,13.6,Moreland,3.0,2.0,1.0,215.0,139.0,504000.0
2958,Gowanbrae,3,t,S,Nelson,Western Metropolitan,1071.0,13.6,Moreland,3.0,2.0,2.0,178.0,138.0,468000.0
2959,Gowanbrae,4,h,S,Nelson,Western Metropolitan,1071.0,13.6,Moreland,4.0,2.0,2.0,0.0,264.0,802500.0
2960,Gowanbrae,4,h,PI,Nelson,Western Metropolitan,1071.0,13.6,Moreland,4.0,2.0,2.0,453.0,213.0,709000.0
2962,Gowanbrae,3,h,S,Nelson,Western Metropolitan,1071.0,13.6,Moreland,3.0,2.0,1.0,175.0,134.0,485000.0
2963,Gowanbrae,3,h,VB,Brad,Western Metropolitan,1071.0,13.6,Moreland,3.0,2.0,1.0,367.0,141.0,540000.0
2964,Gowanbrae,3,h,PI,Nelson,Western Metropolitan,1071.0,13.6,Moreland,3.0,2.0,1.0,158.0,136.0,390000.0
2965,Gowanbrae,4,h,S,Nelson,Western Metropolitan,1071.0,13.6,Moreland,4.0,2.0,2.0,719.0,251.0,800000.0
2967,Gowanbrae,4,h,SP,Nelson,Western Metropolitan,1071.0,13.6,Moreland,4.0,2.0,2.0,453.0,213.0,740000.0
2968,Hadfield,3,h,PI,hockingstuart,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,2.0,597.0,116.0,605000.0
2969,Hadfield,3,h,SP,Brad,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,2.0,724.0,103.0,685500.0
2970,Hadfield,2,h,S,Eview,Northern Metropolitan,2606.0,12.1,Moreland,2.0,1.0,1.0,394.0,98.0,610000.0
2971,Hadfield,3,h,S,YPA,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,1.0,604.0,112.0,630000.0
2972,Hadfield,4,h,S,Barry,Northern Metropolitan,2606.0,12.1,Moreland,4.0,3.0,5.0,591.0,268.0,870000.0
2973,Hadfield,3,h,S,Holland,Northern Metropolitan,2606.0,12.1,Moreland,3.0,2.0,2.0,592.0,129.0,810000.0
2979,Hadfield,2,u,SP,Peter,Northern Metropolitan,2606.0,12.1,Moreland,2.0,1.0,2.0,198.0,96.0,487000.0
2980,Hadfield,4,h,S,Barry,Northern Metropolitan,2606.0,12.1,Moreland,2.0,2.0,2.0,700.0,168.0,700000.0
2981,Hadfield,4,h,S,YPA,Northern Metropolitan,2606.0,12.1,Moreland,4.0,2.0,1.0,462.0,161.0,600500.0
2982,Hadfield,3,h,S,Barry,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,2.0,570.0,134.0,730000.0
2983,Hadfield,3,h,S,Stockdale,Northern Metropolitan,2606.0,12.1,Moreland,3.0,2.0,2.0,565.0,116.0,800000.0
2985,Hadfield,3,t,S,Stockdale,Northern Metropolitan,2606.0,12.1,Moreland,3.0,2.0,2.0,301.0,251.0,750000.0
2986,Hadfield,3,h,S,Barry,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,1.0,568.0,115.0,740000.0
2988,Hadfield,3,h,S,YPA,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,2.0,574.0,106.0,646000.0
2989,Hadfield,3,h,S,Raine,Northern Metropolitan,2606.0,12.1,Moreland,3.0,2.0,3.0,230.0,113.0,545000.0
2991,Hadfield,4,h,S,Eview,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,2.0,700.0,176.0,777000.0
2992,Hadfield,2,h,S,Stockdale,Northern Metropolitan,2606.0,12.1,Moreland,3.0,3.0,1.0,580.0,103.0,722000.0
2993,Hadfield,2,h,SP,Stockdale,Northern Metropolitan,2606.0,12.1,Moreland,2.0,1.0,3.0,591.0,102.0,545000.0
2994,Hadfield,3,t,PI,Raine,Northern Metropolitan,2606.0,12.1,Moreland,3.0,2.0,2.0,234.0,115.0,510000.0
2996,Hadfield,3,h,S,Stockdale,Northern Metropolitan,2606.0,12.1,Moreland,4.0,1.0,3.0,593.0,95.0,631500.0
2999,Hadfield,3,h,SP,Brad,Northern Metropolitan,2606.0,12.1,Moreland,3.0,1.0,3.0,610.0,142.0,550000.0
3000,Hadfield,2,h,VB,Stockdale,Northern Metropolitan,2606.0,12.1,Moreland,2.0,1.0,1.0,249.0,2.0,330000.0
3004,Hadfield,2,h,S,Barry,Northern Metropolitan,2606.0,12.1,Moreland,2.0,1.0,1.0,613.0,92.0,715888.0
3006,Hadfield,2,t,S,Nelson,Northern Metropolitan,2606.0,12.1,Moreland,2.0,1.0,1.0,137.0,110.0,468000.0
3008,Hadfield,2,h,S,D'Aprano,Northern Metropolitan,2606.0,12.1,Moreland,2.0,1.0,2.0,345.0,79.0,515000.0
3012,Hampton,2,u,S,hockingstuart,Southern Metropolitan,5454.0,13.7,Bayside,2.0,1.0,1.0,228.0,87.0,895000.0
3013,Hampton,2,u,S,Ray,Southern Metropolitan,5454.0,13.7,Bayside,2.0,1.0,1.0,0.0,74.0,587000.0
3014,Hampton,4,h,S,Nick,Southern Metropolitan,5454.0,13.7,Bayside,3.0,3.0,2.0,701.0,320.0,2800000.0
3016,Hampton,4,h,S,hockingstuart,Southern Metropolitan,5454.0,13.7,Bayside,4.0,3.0,2.0,928.0,300.0,3250000.0
3017,Hampton,4,h,S,Hodges,Southern Metropolitan,5454.0,13.7,Bayside,4.0,2.0,3.0,688.0,187.0,2140000.0
3018,Hampton,4,h,VB,Marshall,Southern Metropolitan,5454.0,13.7,Bayside,4.0,2.0,2.0,607.0,242.0,1600000.0
3020,Hampton,3,h,S,Ray,Southern Metropolitan,5454.0,13.7,Bayside,3.0,1.0,2.0,289.0,109.0,1003500.0
3021,Hampton,2,u,SP,Buxton,Southern Metropolitan,5454.0,13.7,Bayside,2.0,1.0,1.0,0.0,85.0,802000.0
3024,Hampton,5,h,VB,hockingstuart,Southern Metropolitan,5454.0,13.7,Bayside,5.0,2.0,2.0,434.0,168.0,1400000.0
3025,Hampton,3,h,PI,Hodges,Southern Metropolitan,5454.0,13.7,Bayside,3.0,1.0,3.0,593.0,125.0,1560000.0
